Country Name,Country Code,Series Name,Series Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.75160354520089,6.71147290597554,6.32368342349072,6.31950726433053,6.20822428118682,3.58513499025999,0.70436666689659,6.46463215423681,5.23193224970827,4.23396553726127,4.30566277545685,4.01527727622855,4.65934383535046,4.53092924967457,4.6104776300796
Early-demographic dividend,EAR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.01229479361989,4.97057168705641,4.61490417350612,4.63497447711782,4.54849329031953,1.98751435407686,-0.829413874501228,4.85558069033831,3.66435823193876,2.71551845301722,2.80886334145009,2.54704495932685,3.2089636863636,3.11069463448544,3.21815935506511
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,8601705888156.24,9646251736850.05,10293017310801.3,10916254328345.9,12209516336624.6,14101956941388,14531225630964.5,16943264970899.9,19647936061374.7,21031415333115.5,21275182763463.1,21914173792948.9,21795027437826.6,22512169652487.2,23999250748656.8
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.25506541042935,5.14203594703608,5.04994484762629,5.5401116247823,6.46259336963224,3.52052140619365,1.39199837230986,7.06536606176546,4.61697178055491,4.682202388946,4.74963186194324,4.12766899848134,4.16457268009476,4.10556347751199,4.55245187742672
East Asia & Pacific,EAS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.43117038592429,4.3462588518523,4.27091789718975,4.77000126928363,5.72032638070064,2.79227460466782,0.701489231923063,6.34733027303791,3.92107690998427,3.97335756738528,4.04140164059879,3.41897291322577,3.46366419976962,3.39821791397053,3.84598884757136
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2312730858562.9,2682114103857.59,3107074979915.01,3742273443756.22,4732738669680.06,5991570235211.15,6498975001914.04,7882446456935.66,9635869807686.66,10749712050822.1,11864683022069.7,12757487627750.3,13271080972127.2,13509334237575.9,14742323722128.8
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.7244215300081,8.93731406324754,9.71775227474548,10.7760931678879,12.1636077819585,8.43467697425938,7.69729899954079,9.77805182760554,8.45933628019935,7.50705505828206,7.19321362647558,6.7616503040941,6.49287359430761,6.33261349692845,6.58317730726772
East Asia & Pacific (excluding high income),EAP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.80923098120117,8.05237968683269,8.84114544411297,9.92451653875213,11.3386580289173,7.64952275057512,6.92806282694463,9.00069814563582,7.68860899426865,6.7337615687111,6.41845668779449,5.9880884407109,5.73149498312328,5.56160664142054,5.80972724772496
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,2307975822711.5,2676685771471.55,3100871198506.5,3734876822154.63,4723446970243.67,5979854765188.56,6486169233354.81,7867122261485.3,9617236617740.45,10728920394872.3,11841793044463.8,12732924778295,13245576789645.7,13483389369359.2,14713972097356.6
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.72514417583135,8.93844449354941,9.71901097304779,10.7774173051026,12.1642895259498,8.43527992963602,7.69799075655608,9.77852338733165,8.45988487246953,7.50777997030174,7.19362076942846,6.76188573197962,6.4932154465092,6.3329266852957,6.58298202256438
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.81016310309788,8.05337875547313,8.84140459964311,9.92413263148781,11.3371536074963,7.64753789019544,6.92606657496584,8.99853580647803,7.68662049339908,6.73188685570609,6.41621464798186,5.98555033949799,5.72901654843616,5.55879020000754,5.80624282205031
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,8843928999674.85,10144490451439.9,10529067120156.2,11179595208136.5,12873605034032.8,14113093728352.1,12904996240637.7,12641025241011.9,13622020017559.8,12641932413656.3,13193288711206.9,13478925371853.1,11667283153635.4,11934738646774.8,12589497164004.3
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.720839720961735,2.32446994217554,1.70287229663775,3.23675858730081,3.05528555570585,0.440132371776045,-4.51711454225237,2.08470971903174,1.6055475438727,-0.890487770687059,-0.247042709628062,1.33368305397529,2.08550244648744,1.80097812417928,2.36633965132853
Euro area,EMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.176687014972359,1.76346864892274,1.17860943742001,2.75558862993645,2.52168439266049,-0.0495056689704967,-4.82636170982718,1.84461901396273,1.82435732905329,-1.11200359581923,-0.585645400082427,0.992154511311711,1.76463289220192,1.47703648013058,2.11218320575124
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,13481418913167.7,15714335260075.4,16740209757007.5,18121630393543.9,21176998535076.4,23242586105849.3,20444495734666.8,20919626535010.4,23180846811371.1,22343569115289.3,23352202041538.8,23658228163840.5,20373360511263.9,20280711671665.5,21438519189821.4
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.87156193947176,3.24789506823795,2.75862045028215,3.93495617454755,3.70204297234469,1.005897999401,-4.46803974823706,2.57786963333444,2.40469790145224,0.291667621378181,0.892296958527709,1.83380227669308,1.96812700591057,1.82272805225816,2.59494965172328
Europe & Central Asia,ECS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.60606206269338,2.94254226204713,2.44882849972406,3.61655084267582,3.33340482711371,0.60508544980604,-4.85918924495195,2.18271643952744,2.1653954778168,-0.10976742561985,0.420714227825584,1.35551794045408,1.4845876522718,1.34693548060585,2.16246078984523
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1002764530620.69,1325888721435.9,1680858731465.82,2063714278276.57,2671612808963.56,3307274731062.51,2597734250240.2,3095275242983.7,3828649600563.84,4054552441559.32,4311458738453.9,4021783448232.2,3074852612469.76,2943297166689.13,3300500740186.92
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.8298390518669,8.27647781332541,7.13147531379246,8.13226074470437,7.69251887024724,4.36275901621863,-5.99460325798256,5.16678850316899,6.5563709749638,3.63807619217692,4.02256232768143,2.21214310014004,0.566405765779749,1.50510237477053,3.98955884445596
Europe & Central Asia (excluding high income),ECA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.79005595139566,8.18116772932839,7.02203630941318,7.9828421771724,7.50503484410885,4.08637621320796,-6.40643054770376,4.63727922635077,5.97511838361878,3.07350230474044,3.39937226520846,1.61119682077404,-0.0454550278102204,0.899826937750831,3.41117115313403
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1254935693409.69,1622565505094.8,2032400263820.37,2458916502733.45,3160769581656.36,3911571971985.61,3100233553677.1,3634426277925.58,4419856830777.25,4611478733661.98,4893778917069.39,4624592551758.33,3601633743536.9,3466035965437.18,3879859485679.2
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.35720154970304,7.77274004410624,6.60066329214419,7.82153304319384,7.56314160910279,4.30638260173464,-4.93185474049803,4.84328503543921,6.240087722249,3.282555408278,3.61689934588176,2.31419765005056,1.00608167085193,1.70516187947783,4.04639836327246
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.32778565288949,7.69294437504526,6.50578848009722,7.693561030753,7.40021044079573,4.05611580563536,-5.3124130523164,4.39469183576887,5.74383052804484,2.77639466477628,3.0627783013333,1.77945701778286,0.462188910328237,1.16500081534761,3.5306848868867
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,11949502573497.4,13798204365627.7,14433470312804.2,15398749328298.7,17793784213095.4,19137013228474.8,17102490228101.1,16987391593239.7,18350556736022,17292774157162.6,18029679886231.6,18635535561984.7,16416670356766.4,16491855791194.9,17277697660475
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.31441748982581,2.56890408800558,2.10888618673908,3.34804588992468,3.07939734611952,0.48384697879338,-4.34876208514351,2.1006176641601,1.70600347690323,-0.42474445078382,0.258024319108102,1.74322128054341,2.31611300682214,1.9570705949959,2.4350834985553
European Union,EUU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.94187487313107,2.16158085595357,1.70703617244861,2.96229534053849,2.67877742260919,0.105020464410103,-4.63562707009044,1.87732503072739,1.78788137550563,-0.642018550094235,-0.0395249818072045,1.42834563759662,2.01025779596765,1.65763645701522,2.18675610336265
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,217583936377.292,251771040833.792,306264358671.975,362640093033.129,445864045382.203,576894965021.314,538769386851.787,641083498163.624,705132989291.663,812460412982.903,844211308436.993,854436872033.342,758948867366.725,724091067411.028,830726810714.623
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.67805431348739,14.0427805488169,6.73490077683951,6.77049229605744,5.40114681547421,5.39118851879448,4.71453009788706,6.19074222663644,-5.45146648442703,14.0792135735443,3.64044639959612,1.08476360081553,2.18888752727742,4.29824212681329,3.44357970465492
Fragile and conflict affected situations,FCS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-7.08517317079114,11.17242868589,4.0752252359632,4.13420686062062,2.8198773512641,2.82922999059146,2.19060298048122,3.65224679981684,-7.6941002476446,11.3940703687291,1.21449217315094,-1.26790907461178,-0.180978499149688,1.87929160425968,1.05073976425911
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,183271275526.468,211132332255.819,243510812402.688,292277278510.181,348312890048.819,421086650266.765,423617962057.282,468988446692.293,524010496967.089,564381508746.692,612898760943.11,650445161954.419,640013775850.345,652175948756.265,728774036366.636
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.56607709798533,5.56020847644008,6.13674453298316,6.06506385989189,6.68607450528982,6.02102022230567,4.26818968911931,5.68959714075594,4.7389778929779,5.7972136230413,5.76979188164526,5.60780268655643,5.08849160029938,4.52136635433256,5.25352681670314
Heavily indebted poor countries (HIPC),HPC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.60669429412512,2.5795688753152,3.160576799748,3.11499912451809,3.73664674461452,3.10012548965987,1.39543710256554,2.77182713720376,1.84179044459304,2.87081591600978,2.85112541288083,2.70913850374373,2.22554390442392,1.69703738472626,2.43214146584208
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,32091742949508.6,35745670208082.2,37828895208554.4,39949591651052.2,43701697595251.4,46482186891482.4,43561026668309.1,45719279000402.4,49412039871292.4,49467213807435.4,50012560794420.7,51048743606969,48322414816705.8,49281856158945.9,51475414395949.6
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.15682604826337,3.32393612502624,2.79182347059117,3.0347295917276,2.65329087544424,0.352123929146714,-3.42418157011501,2.9887091083823,1.8834809929611,1.2496317627013,1.39470671329551,2.01564934604595,2.33828578179714,1.65634138602795,2.2319915882296
High income,HIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.46973881582184,2.60094916853022,2.06292303773435,2.25927247274585,1.8433706209637,-0.480480759155711,-4.14014628618784,2.3017390094351,1.3892066446726,0.629235420775885,0.771250158789599,1.37930663353035,1.71647657646372,1.0487975353395,1.66490699595442
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,6727577107713.12,8003465737255.29,9567005556607.55,11338857254968,14111319354089.7,16947333467462.9,16449910318384.1,19977170903178.2,23625393810182.3,25110781711224.5,26548453670328.9,27417808169925.2,25892267158724,26025458644283.5,28648517074135.9
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.35494008214073,7.67527675338997,6.98995211939662,8.02767548174432,8.6856980717658,5.6296030127447,2.06382273603123,7.45774403637056,6.18472988286278,5.01105719718424,4.97840362754917,4.26863496508525,3.83852733440493,4.08730838119399,4.86996267457451
IBRD only,IBD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.21322479242841,6.52820417338316,5.86364230831148,6.91115318538131,7.58542030701095,4.56593563011967,1.03299707098779,6.38852180427938,5.13039229504579,3.96314466715653,3.93587969527027,3.24787839338239,2.84137452658688,3.10125279064751,3.89644910866784
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,7229580059287.59,8588210201255.36,10243789622354.6,12156999762992.9,15067095325815,18098098464795.9,17580870601359.5,21428831908503.9,25280436633081,26896135269886,28487508096769.4,29510452511451,27915726843475.4,28005663818401.2,30741796092143.4
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.37709504208974,7.95692943223882,6.9109678321888,7.9502844284645,8.55278502332493,5.60469222719621,2.24942478778374,7.36879821712866,6.0836777982834,5.02417242859229,5.01943551246669,4.36338604344004,3.84447384210024,4.01314838185797,4.8394010024975
IDA & IBRD total,IBT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.94168069049449,6.50200963783138,5.48131771970006,6.52294516591326,7.13444746709683,4.22797095719653,0.912540408659311,5.97002817455814,4.70244948804073,3.65732251167366,3.65461134563643,3.01715342664637,2.51886159237382,2.69471027515398,3.52552734273009
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,210422237202.087,254742853363.796,300313257358.981,380109998950.055,434843994375.774,519062838351.918,482330295419.859,710338591111.992,815412487006.036,897230432814.01,973743085757.227,1055271972787.79,985847068547.601,924035470840.169,915342329873.435
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.09918221375996,18.3153435044494,4.97906701572839,7.03088943216324,6.08716970153056,4.23009964465457,5.22197136948699,6.0998743407001,4.78982245003034,4.53143636187477,5.25954707737779,5.86022785781428,3.83370633853039,1.57690216691869,2.7328592582127
IDA blend,IDB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.7802077012137,15.7233147856584,2.66338568982663,4.65042871265744,3.70051751732858,1.85891590192122,2.80747071446332,3.57752432407285,2.2941888911087,2.11161858472812,2.82032691489864,3.41661941819882,1.46007847542894,-0.715708845454941,0.446159025510013
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,291258725207.766,329367023001.313,375393317137.937,436590130451.518,518733898402.514,629698302598.449,650408779278.029,738242979081.802,833522757636.59,881148790694.837,960195465079.505,1035220622681.81,1039478554734.75,1060271611687.89,1186015013019.41
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.31313179049766,5.90993378435239,6.70559984503242,6.64718539275893,7.24023139815056,6.3311620885523,4.733914331457,6.08817575394814,4.43268921359194,5.95450267228117,6.00938581050532,5.63444142757758,4.02904149776366,4.41987002753473,6.12660762685206
IDA only,IDX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.75945722829947,3.36599339129077,4.17557439653729,4.14957601565939,4.75767199463719,3.89490889245354,2.35395838416056,3.69586619940878,2.09470443945308,3.59583928700226,3.6584412815033,3.29990548303117,1.73364324263542,2.11553425720818,3.78872923792071
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,502102621666.051,584781801313.066,676588277242.274,818083937684.583,955027034610.114,1150019947728.75,1130980343557.6,1455845120196.72,1656436216739.23,1788045890061.4,1944276302494.37,2101886669975.45,2033399081295.74,1988820003334.38,2099617258914.78
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.7031876049106,12.0888373196949,5.79787578304915,6.84735638370242,6.637668112195,5.23886367128419,4.98521284935518,6.09421289118532,4.61700014437763,5.21768966102533,5.62367822858805,5.75018272668247,3.92880575007307,2.96234311335348,4.39872089216786
IDA total,IDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.22367040814319,9.47466586502992,3.34702403565919,4.38656458564056,4.19198044677604,2.83326851802434,2.59183595783156,3.65897374524222,2.22557181171258,2.84456542094122,3.24649502090799,3.37870071562681,1.60828040207399,0.67305455640691,2.09097176508423
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,4246980111207.79,5105469775390.56,6163853200909.83,7438923158716.54,9372771176853.24,11652985617227.7,11265079521162.7,13514622752505.8,16481153458684.7,17631925299754.1,19013144237507.8,19700001139782.1,18464411762339.5,18467589315232.1,20452879964143.3
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.33951873426295,7.85911627889205,7.16587442740347,8.74307261582334,9.61416947322759,6.52773503070571,2.66462405706105,7.63517536927492,6.84296877353141,5.36499846294795,5.21166394714305,4.58016037399334,3.81468823104225,3.68873857717212,4.81578522718762
Late-demographic dividend,LTE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.64925528925575,7.17008531915117,6.48015284277656,8.05953632432986,8.94567853056959,5.87280471935362,2.02067897373497,6.98933861919093,6.19792444577634,4.71755528316207,4.56108122364979,3.93580205213317,3.188754668412,3.05887850846132,4.18740359967012
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,2050862255942.79,2363196686484.87,2858514895997.23,3349188405527.25,3945134128213.63,4584233320999.89,4306894981162.41,5340986877008.96,6073300034780.13,6134230329295.01,6283950806813.61,6404663412438.65,5504776411963.11,5360659105919.66,5954671133086.38
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.55394089270465,6.34555848993226,4.25163337593106,5.26288652914096,5.51846527638895,3.93428443475072,-1.86152432864411,5.83639191729415,4.35467927172645,2.80254533341204,2.78915613335914,0.993294580627406,0.0809887599652654,-0.476165840417551,1.72535418332522
Latin America & Caribbean,LCN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.233294517093668,4.98456194617476,2.92943889041797,3.93783467388535,4.20219107443857,2.65149793456767,-3.05538994828578,4.57142103480433,3.13421111362268,1.62208403758699,1.63262617303863,-0.113133890944482,-0.985872213461022,-1.50645786203536,0.702983980084369
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1712770091442.99,1952341915144.69,2375467191355.18,2788732716557.14,3295782504649.55,3832672929453.84,3595623145995.27,4474792895301.12,5047012279657.33,5066106342536.36,5185317396876.6,5344270294030.11,4375646245549.31,4263791849337.86,4723050473503.12
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.870077022980141,6.03512430190885,3.92626786498889,5.11006932014118,5.38060755765156,4.05131841814277,-1.52930283638935,5.61385370315193,4.2125476288649,3.07326063985292,2.80058316083698,1.2756296718965,-0.339278681296477,-0.445587576910839,1.59890075135283
Latin America & Caribbean (excluding high income),LAC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.481795496814826,4.63703075965446,2.56710538989991,3.74325096235874,4.02137215882502,2.72388311963631,-2.76594865187219,4.31318275905559,2.95464909107837,1.85356674877744,1.61087227505696,0.132612176604852,-1.43360317209222,-1.50743260103418,0.547034228276601
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1918465890720.11,2221409363946.02,2705810155347.93,3181218620013.18,3766649351954.02,4398562896048.96,4118809334451.44,5146370070706.23,5870414497159.35,5925332953070.06,6070269710668.72,6187003203791.49,5278058941120.62,5134441961597.49,5704712973686.92
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.57778833715145,6.31279058466075,4.34285491224686,5.35641677832753,5.66588966845094,4.07737698630632,-1.88983510575666,6.02644049827403,4.4852426595528,2.86525344911257,2.85814137834342,1.03412213975074,0.0421328480516507,-0.437705448714567,1.72596342950155
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.225309271785477,4.91895364538941,2.98554963300531,3.99346996086869,4.30952821594258,2.75549648321569,-3.11706383337987,4.72514910997594,3.22776357849965,1.6510088206614,1.66983710503384,-0.105387650451078,-1.05704697590058,-1.50182513268973,0.669139227120169
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,237210600220.672,272973081494.539,320116330490.54,376778620201.174,458485011453.283,571465171245.081,582962413224.453,661534508039.736,757956474535.481,805121908439.357,874604129382.353,944663662255.262,928337701072.215,929671974133.327,1062642922681
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.62826702616807,6.75787417219347,8.72183217352649,8.41844812605417,9.46878014542295,7.45292225756724,4.82005344639775,5.93764412446627,4.19888266012099,5.62513983156678,5.90612010491532,5.43547676801337,3.77502746051117,3.61015692642017,5.26422162628002
Least developed countries: UN classification,LDC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.97683951544184,4.1137704135179,6.08040780486725,5.84010214852957,6.90993897367274,4.96438077238146,2.38941606837999,3.46158510152668,1.74090273618044,3.11917495738231,3.38988722131654,2.94139992775906,1.34087523858118,1.20269679716054,2.83885462477606
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,6780397208539.95,8032162383298.49,9573112620139.85,11381825177840.2,14122197143973.3,16946313033280.4,16574576011098.2,20241819996730.1,23893758917864.3,25510297321131.2,27052759452828.6,28098670449772.5,26534605934364,26663561044210.5,29236806913808
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.36856590324265,8.03679412139178,6.99943618226048,8.0328296584923,8.63267214365359,5.69436893016299,2.50723705802747,7.43879890843286,6.12119646031526,5.24651839680426,5.16914641459533,4.55113570991412,3.8959418306856,4.1863080998146,4.9239366791162
Low & middle income,LMY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.92148712627369,6.56931031028066,5.55800864675098,6.59415415185177,7.20358986309087,4.30766068554718,1.15869090310183,6.02783560261668,4.7281870727232,3.8674193262316,3.79263027067003,3.19271688829559,2.55993007027028,2.85627659388652,3.59972564354779
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,154736984332.67,177432242316.62,205513031459.976,231980476082.565,276755983018.925,336094165812.671,352981055214.134,384820500564.596,436772411253.333,473081979379.35,516218637744.243,554429344381.762,530149517198.93,501779518531.243,549653601217.708
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.21874427988307,5.5177319799036,6.02382285528711,4.85300561616052,6.10538152826562,4.93376331880155,5.28322851821122,6.73131325052618,4.52601997156421,6.30855756274048,5.74588316892822,5.7027580284964,1.78268826466585,2.47756091160608,5.68506769608106
Low income,LIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.416426836928238,2.64595296470536,3.13755407494367,1.99596930219512,3.21480671277558,2.09174960972238,2.46757512687836,3.92446488590087,1.82682791240521,3.6055635231028,3.0846589322077,3.05128651738103,-0.774295924518924,-0.100636612272012,3.0263402774233
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1583977463321.46,1812251016985.91,2091228346354.08,2493268639080.39,3074618852196.26,3451889588377.23,3542299023533.36,4491457798285.15,5085109021677.27,5328244735636.7,5551655355159.18,5840971356255.32,5788817724236.97,6036798782954.65,6504155258937.75
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.3934733143815,8.59032424630036,6.85856475162907,7.65133253874953,7.96160141779114,4.97297656141565,5.04648377821113,7.41230974167195,5.51003669022643,5.15684137773005,5.54156299828816,5.66555422305686,5.70322056783914,5.18253950592199,5.31765657726145
Lower middle income,LMC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.62084477873816,6.8101088722001,5.13682867201584,5.94597794776904,6.27678711700383,3.35414643387466,3.43946052640247,5.76771135728222,3.90539633911315,3.58055008274978,3.9715251537916,4.11768107944933,4.17435632845311,3.68520258001321,3.84497092385419
