5_32,0.782,-1.57039,35305.83262,41649,10
5_18,0.806,-1.68882,183277.6981,216206,5
5_34,0.724,-1.07769,5404.083723,6375,0
5_7,0.725,-0.91007,11031.11239,13013,0
5_14,0.65,-0.52064,8421.893614,9935,6
5_27,0.775,-1.4612,63968.24499,75461,1
5_30,0.796,-1.65469,614686.3375,725123,17
6_10,0.837,-1.684,103297.2647,119956,7
6_5,0.746,-1.35262,23342.55022,27107,10
6_2,0.802,-1.5029,126502.8959,146904,14
6_3,0.7,-0.91743,17987.20585,20888,3
6_1,0.689,-0.67531,24710.01876,28695,18
6_6,0.688,-0.73302,4563.969314,5300,2
6_4,0.707,-0.97529,16692.93305,19385,6
6_8,0.707,-1.05534,7038.846258,8174,0
6_7,0.767,-1.33322,139003.005,161420,15
6_9,0.702,-0.67442,97071.32167,112726,26
7_23,0.446,2.37362,48444.83244,76941,0
7_87,0.618,0.64852,22072.5237,35056,0
7_31,0.532,1.918,70238.42734,111554,1
7_97,0.679,-0.41848,53263.43764,84594,4
7_4,0.548,1.3076,18804.08262,29865,0
7_90,0.581,0.62494,2594.730436,4121,0
7_50,0.666,-0.21124,3131.810043,4974,0
7_99,0.565,0.60006,45817.99056,72769,0
7_96,0.535,1.27846,44976.16707,71432,0
7_108,0.651,-0.13943,62093.45454,98618,3
7_58,0.565,0.53375,2718.139115,4317,0
7_29,0.647,-0.37436,3159.514033,5018,0
7_17,0.66,-0.04261,49183.3956,78114,3
7_46,0.666,-0.11869,23811.57865,37818,4
7_7,0.489,2.13842,5495.464025,8728,0
7_93,0.511,1.39868,25354.18714,40268,0
7_60,0.494,1.34387,7478.817792,11878,0
7_51,0.64,0.0423,27649.21078,43913,1
7_22,0.496,3.09202,8831.905806,14027,0
7_65,0.63,0.37303,69837.97877,110918,4
7_10,0.564,0.75988,4799.716116,7623,0
7_94,0.545,1.16721,23678.72543,37607,0
7_73,0.599,0.46461,5667.984321,9002,0
7_118,0.51,1.01197,2861.696149,4545,0
7_53,0.602,0.40781,4906.754256,7793,0
7_12,0.617,0.71561,27187.05787,43179,0
7_28,0.583,0.00529,3403.18321,5405,1
7_45,0.579,0.63691,3449.146646,5478,0
7_69,0.61,-0.01235,31531.54708,50079,0
7_41,0.538,1.0381,25982.56398,41266,0
7_111,0.461,2.10711,22974.79225,36489,1
7_98,0.538,0.52549,4013.930243,6375,0
7_11,0.588,0.37537,12140.01396,19281,0
7_8,0.588,0.42589,16765.95051,26628,0
7_21,0.647,0.05896,13253.84025,21050,0
7_115,0.501,1.3922,7209.96317,11451,0
7_70,0.596,0.63266,8311.826374,13201,0
7_54,0.662,0.33935,16731.32052,26573,0
7_47,0.56,0.59485,11763.49156,18683,0
7_116,0.538,0.74156,6205.693564,9856,0
7_62,0.605,0.55724,10745.9996,17067,0
7_102,0.696,0.09849,23760.57813,37737,0
7_42,0.58,0.42624,6446.844197,10239,0
7_59,0.595,1.20934,125220.1419,198877,1
7_117,0.554,0.52668,4344.489204,6900,0
7_39,0.524,1.18074,14189.47952,22536,0
7_64,0.588,1.86965,27294.72565,43350,1
7_2,0.621,0.0275,18226.07666,28947,0
7_57,0.626,0.20763,43519.81874,69119,0
7_119,0.499,1.24597,2043.169198,3245,0
7_66,0.49,2.23386,12963.578,20589,0
7_88,0.613,0.62194,1407.23672,2235,0
7_26,0.515,2.16584,22736.7898,36111,0
7_6,0.592,0.40664,18603.85833,29547,0
7_32,0.619,0.29612,18931.89875,30068,0
7_106,0.573,0.31928,38622.50902,61341,3
7_112,0.498,2.42324,18269.52156,29016,0
7_114,0.598,0.59931,10881.37137,17282,0
7_49,0.524,1.54953,12812.46533,20349,0
7_20,0.582,0.43333,27755.61929,44082,0
7_78,0.712,-0.0952,117060.0579,185917,1
7_79,0.589,0.08312,20815.77001,33060,0
7_110,0.519,0.69102,4239.969608,6734,0
7_81,0.547,0.96826,25372.44659,40297,0
7_38,0.55,1.79991,13541.58396,21507,0
7_105,0.67,-0.05959,8870.943245,14089,0
7_56,0.448,2.51022,7024.850152,11157,1
7_72,0.562,0.97719,19565.94232,31075,0
7_44,0.586,0.54435,15436.78867,24517,0
7_74,0.732,-0.79855,25633.11594,40711,0
7_89,0.715,-0.4116,201767.5232,320451,5
7_48,0.658,-0.15257,13275.24788,21084,0
7_1,0.615,0.14213,10586.70166,16814,0
7_109,0.608,1.19277,21425.25777,34028,0
7_9,0.686,-0.39584,25211.88938,40042,5
7_52,0.549,1.45624,70194.35281,111484,0
7_77,0.578,0.99933,36048.55658,57253,0
7_14,0.526,1.0844,11685.41669,18559,0
7_61,0.607,0.36107,51667.31008,82059,0
7_33,0.534,0.64142,4407.452815,7000,0
7_101,0.801,-1.13988,348424.2563,553374,7
7_75,0.547,0.91789,16074.61005,25530,0
7_13,0.631,0.51619,19293.30988,30642,0
7_19,0.682,-0.19061,88786.8777,141013,3
7_80,0.564,0.51337,24016.21039,38143,0
7_83,0.574,0.19526,10782.51849,17125,0
7_107,0.63,0.36358,46893.40905,74477,0
7_92,0.594,0.40367,25843.4144,41045,0
7_5,0.518,1.13013,13395.50838,21275,0
7_85,0.592,-0.00272,6132.655775,9740,0
7_55,0.666,-0.20723,3168.958574,5033,0
7_30,0.583,0.4834,19842.98221,31515,0
7_15,0.681,-0.10813,27584.9879,43811,1
7_86,0.664,-0.37238,13250.69207,21045,0
7_43,0.633,0.03693,6407.177121,10176,0
7_18,0.584,0.48909,5316.647368,8444,0
7_3,0.618,0.41086,17365.36409,27580,0
7_91,0.638,-0.12497,7662.671538,12170,0
7_113,0.517,1.34734,3193.514383,5072,0
7_76,0.521,1.07236,15858.64487,25187,0
7_103,0.614,0.35062,17716.07141,28137,2
7_67,0.523,0.8445,6844.144586,10870,0
7_71,0.616,0.49804,17566.21801,27899,0
7_34,0.631,-0.06205,42193.17544,67012,0
7_63,0.639,-0.52739,2387.580154,3792,1
7_25,0.615,0.72659,4616.492006,7332,0
7_35,0.652,0.06809,7974.341415,12665,0
7_104,0.572,0.24414,8820.572356,14009,0
7_36,0.599,0.58397,4578.713839,7272,0
7_82,0.473,2.84137,7725.005513,12269,0
7_24,0.548,1.68946,6810.773872,10817,0
7_37,0.682,0.48441,21057.55028,33444,0
7_40,0.7,-0.11803,32337.48131,51359,2
7_100,0.55,1.50446,19973.94652,31723,0
7_27,0.694,-0.29992,55158.01271,87603,1
7_84,0.603,0.02853,5078.01528,8065,0
7_16,0.66,-0.30504,10791.96304,17140,0
7_68,0.697,-0.22476,18771.34154,29813,0
8_61,0.583,-0.90792,2865.115294,3662,0
8_44,0.703,-1.20553,3519.976436,4499,0
8_2,0.721,-1.29688,17448.88074,22302,1
8_50,0.759,-1.47163,46424.72588,59337,0
8_15,0.656,-0.38088,1315.199019,1681,0
8_48,0.668,-1.02715,17901.10266,22880,2
8_62,0.694,-1.3794,25290.78424,32325,0
8_52,0.708,-1.24491,20580.00893,26304,1
8_65,0.509,2.28555,15949.81987,20386,0
8_3,0.724,-1.15904,6579.12466,8409,1
8_56,0.619,-0.31352,1748.64355,2235,0
8_35,0.591,-0.23445,8569.526983,10953,0
8_36,0.748,-1.32305,32285.35844,41265,3
8_46,0.495,3.06018,6527.486864,8343,0
8_32,0.785,-1.57498,83763.54683,107061,3
8_10,0.667,-0.9213,17508.34245,22378,5
8_30,0.567,2.089,7039.952871,8998,0
8_47,0.594,1.15301,4156.060197,5312,0
8_41,0.498,1.42489,1502.972823,1921,0
8_19,0.806,-1.75207,641202.9446,819543,6
8_49,0.627,0.52751,2229.031533,2849,0
8_29,0.514,2.89451,41857.1281,53499,0
8_16,0.699,-1.40356,3115.480366,3982,0
8_67,0.65,-0.96363,3994.105291,5105,0
8_14,0.683,-1.10751,1786.980702,2284,0
8_28,0.582,-0.85561,5052.680111,6458,0
8_13,0.694,-0.91021,8283.171932,10587,0
8_7,0.424,2.33185,13826.41111,17672,0
8_1,0.683,-1.04607,8963.851972,11457,0
8_34,0.674,-1.0869,5425.098156,6934,0
8_66,0.544,2.36181,6415.604973,8200,0
8_58,0.711,-1.39962,2333.871906,2983,0
8_64,0.643,-0.36112,1462.288499,1869,0
8_11,0.719,-1.42692,38139.98917,48748,0
8_54,0.632,-0.41672,6268.515493,8012,0
8_38,0.673,-1.09062,3875.181882,4953,0
8_55,0.707,-1.25782,13132.43042,16785,2
8_12,0.531,2.93382,6881.127528,8795,0
8_21,0.788,-1.5586,107919.0819,137935,2
8_43,0.674,-1.01446,2428.541199,3104,0
8_4,0.762,-1.47243,8362.193408,10688,0
8_27,0.527,2.55504,38876.21896,49689,0
8_22,0.665,-0.98574,2277.539765,2911,0
8_8,0.387,4.24679,11236.69739,14362,0
8_9,0.626,0.82217,22506.2552,28766,1
8_63,0.635,0.17116,4859.429571,6211,0
8_31,0.648,-0.49921,31003.01983,39626,0
8_17,0.722,-1.2928,120988.1387,154639,4
8_51,0.592,0.77973,5903.921356,7546,0
8_20,0.579,2.32652,6604.161167,8441,0
8_33,0.63,-0.33455,820.728002,1049,0
8_53,0.681,-0.88622,3754.693691,4799,0
8_60,0.727,-1.44581,8157.989396,10427,0
8_57,0.66,-0.56183,1791.675047,2290,0
8_45,0.723,-1.26614,34294.53814,43833,0
8_23,0.691,-0.71307,4609.84689,5892,0
8_25,0.7,-1.21268,6747.338693,8624,1
8_42,0.626,0.05893,1252.607751,1601,0
8_5,0.629,-0.5808,18757.82064,23975,1
8_59,0.738,-1.40695,3718.703712,4753,0
8_37,0.753,-1.47229,1042247.106,1332131,31
8_40,0.675,-0.72207,23167.37547,29611,0
8_26,0.676,-0.95454,2510.692239,3209,0
8_39,0.69,-1.34336,3149.123173,4025,0
8_24,0.689,-1.24697,3080.272778,3937,0
8_6,0.683,-0.78886,4702.951401,6011,0
8_18,0.651,-0.44405,4235.864064,5414,0
9_10,0.806,-1.5705,635807.6761,727034,4
9_12,0.829,-1.45096,568935.5552,650567,6
9_15,0.848,-1.61262,465098.2377,531831,3
9_17,0.816,-1.60876,376900.0083,430978,9
9_11,0.78,-1.42294,315059.8905,360265,5
9_2,0.832,-1.69943,362674.1489,414711,1
9_3,0.867,-1.72475,542567.8237,620416,6
9_13,0.814,-1.30908,362933.0076,415007,1
9_4,0.825,-1.50041,163003.145,186391,4
9_16,0.88,-1.76941,326099.864,372889,1
9_8,0.815,-1.46066,209086.1143,239086,4
9_7,0.783,-1.41652,1587945.924,1815786,23
9_6,0.822,-1.62123,336101.7792,384326,0
9_9,0.742,-0.97776,114196.9123,130582,2
9_14,0.917,-1.88951,337075.1228,385439,0
10_18,0.685,-0.92836,9014.970781,11320,2
10_23,0.645,0.29811,39151.41286,49162,0
10_37,0.584,1.11214,6833.698257,8581,0
10_9,0.61,0.5442,8082.415058,10149,0
10_14,0.536,3.2565,26595.75656,33396,0
10_5,0.777,-1.37309,463703.1795,582267,33
10_34,0.587,1.63371,20998.82947,26368,0
10_36,0.715,-0.88888,17714.57686,22244,0
10_17,0.693,-0.80128,7665.910666,9626,0
10_32,0.68,-0.59049,35809.82121,44966,1
10_38,0.696,-0.94295,16817.06166,21117,2
10_25,0.635,-0.16851,2733.957128,3433,0
10_10,0.687,-0.92846,3396.541553,4265,0
10_19,0.576,1.57726,4147.52366,5208,0
10_6,0.619,-0.54872,8464.675303,10629,4
10_26,0.609,0.5187,15681.43018,19691,0
10_33,0.663,-0.24885,5384.294828,6761,0
10_35,0.641,0.26,8557.054863,10745,0
10_16,0.672,-0.66396,14723.39044,18488,2
10_20,0.679,-0.98512,9498.370716,11927,0
10_11,0.648,-0.84601,4204.862697,5280,0
10_24,0.702,-0.98207,10184.05003,12788,0
10_8,0.694,-0.98412,27118.17889,34052,1
10_13,0.68,-0.74244,20018.49121,25137,3
10_12,0.752,-1.27426,112323.1912,141043,3
10_31,0.657,-0.8012,5577.017702,7003,0
10_29,0.658,-0.79416,1736.894989,2181,0
10_4,0.696,-0.86849,26809.18519,33664,3
10_21,0.685,-0.67301,8340.440724,10473,0
10_28,0.658,-0.77872,9441.031679,11855,2
10_30,0.633,-0.77778,1361.005748,1709,1
10_15,0.694,-0.8586,9883.816463,12411,0
10_2,0.575,1.62452,3282.659855,4122,0
10_7,0.752,-1.36947,261199.2219,327985,10
10_27,0.617,-0.47724,4736.045162,5947,0
10_22,0.668,-0.82695,19844.08498,24918,0
10_39,0.629,-0.68038,20779.02983,26092,0
10_1,0.715,-0.87551,25006.98741,31401,0
10_3,0.645,-0.50304,3607.581064,4530,0
11_27,0.741,-1.22716,202344.0517,260732,5
11_31,0.687,-0.84341,88137.29788,113570,2
11_40,0.633,0.82161,14104.91669,18175,0
11_14,0.639,-0.31667,114991.3519,148173,3
11_11,0.698,-0.98372,68601.50322,88397,6
11_24,0.656,-0.69814,8667.830237,11169,0
11_28,0.67,-0.75127,75319.86712,97054,5
11_37,0.668,-0.7914,134277.2548,173024,4
11_16,0.654,-0.71374,15612.02801,20117,0
11_23,0.652,-0.42032,116359.5483,149936,0
11_2,0.689,-0.89746,84613.97894,109030,0
11_35,0.64,-0.50054,61474.93101,79214,1
11_34,0.621,0.21098,3973.434579,5120,0
11_39,0.645,-0.62352,27605.28153,35571,0
11_26,0.633,-0.56111,43967.76095,56655,2
11_41,0.696,-0.86934,46024.32377,59305,2
11_19,0.621,-0.02445,39448.75518,50832,2
11_45,0.582,0.76853,8971.270261,11560,0
11_5,0.681,-0.74397,66212.7861,85319,3
11_25,0.657,-0.81741,53389.14685,68795,2
11_6,0.587,0.79501,4353.704685,5610,0
11_18,0.697,-0.95746,28391.43177,36584,2
11_9,0.669,-0.23317,60372.92376,77794,0
11_38,0.668,-0.74316,9034.131237,11641,0
11_36,0.664,-0.79582,5176.329813,6670,0
11_17,0.744,-1.11627,410877.9694,529440,5
11_20,0.748,-1.23737,1114796.739,1436480,19
11_4,0.66,-0.5144,50003.96684,64433,4
11_30,0.61,-0.10549,83001.32326,106952,0
11_7,0.765,-1.22464,363560.7273,468469,3
11_32,0.699,-0.83103,56195.38502,72411,1
11_12,0.656,-0.5987,21192.68584,27308,2
11_46,0.67,-0.5227,54931.18093,70782,0
11_22,0.607,-0.18463,17603.40167,22683,0
11_42,0.662,-0.64425,109469.6748,141058,3
11_21,0.722,-0.97909,38309.49698,49364,0
11_8,0.62,-0.4095,28826.80223,37145,6
11_13,0.64,-0.25377,18100.85706,23324,0
11_10,0.642,-0.52649,9072.934309,11691,4
11_33,0.65,-0.2646,89756.16205,115656,2
11_29,0.597,0.0523,28794.20765,37103,0
11_44,0.707,-1.12163,43290.25931,55782,0
11_3,0.669,-0.36185,124467.0621,160383,5
11_43,0.614,0.33091,15381.53777,19820,0
11_1,0.63,-0.46413,65446.81346,84332,6
11_15,0.774,-1.16469,133256.734,171709,0
12_21,0.653,0.49428,50518.20912,73460,1
12_58,0.656,0.58444,36976.77085,53769,0
12_30,0.665,0.36634,13874.28354,20175,0
12_35,0.76,-0.64521,96527.19013,140363,8
12_15,0.694,-0.53115,8725.497377,12688,0
12_3,0.604,1.28775,26272.08199,38203,1
12_72,0.553,2.17598,7231.819863,10516,0
12_59,0.656,0.60776,20954.12241,30470,0
12_22,0.607,0.99586,28930.71794,42069,2
12_74,0.517,1.83257,15533.0083,22587,0
12_73,0.549,1.16618,12937.64046,18813,0
12_40,0.591,0.542,16999.86563,24720,2
12_76,0.515,2.62852,22550.95445,32792,0
12_66,0.646,0.66,55991.58819,81419,1
12_47,0.544,2.35114,4798.748479,6978,0
12_52,0.579,1.82125,29130.83771,42360,0
12_17,0.658,0.2482,10113.95728,14707,0
12_7,0.687,0.15722,22130.77168,32181,0
12_69,0.516,2.04692,8417.409198,12240,0
12_41,0.581,1.99814,20355.13847,29599,1
12_48,0.663,-0.09622,30931.91571,44979,0
12_45,0.582,1.49288,17001.92872,24723,0
12_68,0.613,0.27929,17682.06089,25712,2
12_8,0.565,0.80636,5769.776403,8390,0
12_27,0.598,0.56063,14708.4598,21388,0
12_2,0.492,1.67234,17210.98856,25027,0
12_62,0.502,2.54031,14652.06866,21306,1
12_19,0.518,2.20852,9941.345373,14456,1
12_71,0.516,2.14951,19316.71625,28089,0
12_43,0.447,3.06794,13049.73504,18976,0
12_54,0.566,2.07543,19261.70051,28009,0
12_57,0.658,0.06184,42686.02993,62071,5
12_63,0.561,2.65035,6854.274303,9967,0
12_70,0.551,0.42162,4868.205859,7079,0
12_28,0.551,1.57468,83066.90008,120790,4
12_5,0.622,-0.16526,4564.24386,6637,0
12_80,0.615,0.75111,4928.035483,7166,0
12_67,0.684,0.38741,15004.85713,21819,0
12_24,0.592,0.79334,4818.691687,7007,3
12_65,0.53,0.86418,4879.896705,7096,0
12_33,0.641,-0.24948,9898.020472,14393,0
12_12,0.56,1.29448,43111.71426,62690,0
12_6,0.645,0.46109,8519.876025,12389,0
12_4,0.492,2.34107,13046.29656,18971,0
12_29,0.768,-0.62797,166228.0146,241717,7
12_32,0.552,1.61542,25160.07622,36586,0
12_26,0.569,1.11224,6303.429143,9166,0
12_34,0.663,0.37185,25695.10435,37364,0
12_50,0.719,-0.46196,25468.85209,37035,0
12_75,0.661,0.23012,31742.71027,46158,4
12_51,0.555,0.95812,23882.33551,34728,2
12_64,0.651,0.22068,7905.075059,11495,0
12_9,0.559,2.13703,3923.998111,5706,0
12_16,0.527,2.17263,8957.251209,13025,0
12_10,0.48,2.21438,18114.6222,26341,0
12_42,0.521,1.55757,12173.60928,17702,0
12_61,0.689,0.43065,27547.75961,40058,1
12_13,0.635,0.87193,9922.777558,14429,0
12_60,0.593,0.57731,9028.083982,13128,0
12_77,0.647,0.22957,8879.541467,12912,2
12_39,0.655,0.10512,16755.04556,24364,0
12_37,0.637,0.57934,4540.862168,6603,0
12_11,0.67,0.1341,42166.81882,61316,3
12_23,0.628,0.61099,17826.47722,25922,0
12_20,0.498,2.31531,12966.52373,18855,0
12_36,0.6,1.02612,7437.441215,10815,0
12_81,0.617,1.78712,7235.946044,10522,0
12_14,0.702,-0.23506,10328.51869,15019,0
12_44,0.647,0.26434,7823.239137,11376,0
12_31,0.593,1.06903,4333.177725,6301,0
12_56,0.614,0.70603,30312.98856,44079,0
12_25,0.598,1.18841,10394.53758,15115,0
12_78,0.362,4.43763,12913.57107,18778,0
12_18,0.639,0.21988,9377.433972,13636,2
12_49,0.657,0.03472,7948.39996,11558,0
12_79,0.438,2.76802,10781.7109,15678,0
12_46,0.647,0.84308,42159.94185,61306,4
12_53,0.629,0.75047,33353.98395,48501,4
12_55,0.709,-0.24791,71556.91824,104053,7
12_1,0.749,-0.68617,543260.5524,789971,9
12_38,0.723,-0.723,81293.32996,118211,3
13_83,0.713,-1.05045,28925.74288,39143,0
13_5,0.667,-0.70186,12603.23799,17055,0
13_42,0.683,-0.08224,8283.183505,11209,0
13_12,0.684,-0.14388,19908.0171,26940,1
13_73,0.609,0.46386,26885.42977,36382,0
13_29,0.688,-0.63047,32701.91093,44253,2
13_36,0.697,-0.31213,6919.772535,9364,0
13_3,0.743,-0.86882,40125.66519,54299,4
13_58,0.718,-0.25739,12462.83253,16865,2
13_77,0.724,-0.88826,112016.9586,151584,2
13_53,0.568,1.57291,13402.81017,18137,0
13_2,0.57,1.05859,29989.86852,40583,1
13_24,0.672,-0.14759,12697.08796,17182,0
13_81,0.697,-0.30848,23970.16891,32437,2
13_6,0.669,-0.13019,13951.13047,18879,0
13_17,0.617,0.06721,9067.976161,12271,0
13_31,0.67,-0.19381,9461.850441,12804,0
13_52,0.702,-0.59912,23689.35798,32057,0
13_60,0.567,0.27221,12714.82339,17206,0
13_68,0.584,0.72428,10373.00802,14037,0
13_55,0.672,-0.56561,11833.96384,16014,0
13_76,0.748,-1.16119,76793.66105,103919,1
13_46,0.61,0.56531,28953.82397,39181,0
13_84,0.683,-0.36572,28462.40484,38516,4
13_19,0.666,-0.20672,12884.7879,17436,0
13_40,0.542,0.59659,7723.77857,10452,0
13_43,0.622,0.47446,4887.588162,6614,0
13_63,0.71,-0.8848,59570.34425,80612,0
13_8,0.68,-0.95151,31453.04126,42563,1
13_28,0.696,0.15389,90823.86196,122905,3
13_11,0.647,0.56594,14374.56379,19452,0
13_38,0.633,0.08742,5897.029563,7980,0
13_16,0.657,-0.20294,40274.1994,54500,0
13_27,0.57,1.1048,17412.49469,23563,3
13_59,0.644,-0.0221,25913.67615,35067,0
13_20,0.638,-0.05619,2069.13318,2800,0
13_30,0.724,-0.60653,63820.19601,86363,0
13_70,0.708,-0.89845,12675.65766,17153,1
13_44,0.675,-0.22508,11576.80014,15666,0
13_47,0.592,0.5397,3731.090509,5049,3
13_15,0.697,0.02445,13617.11325,18427,0
13_25,0.643,0.78379,16716.37917,22621,0
13_57,0.627,-0.21217,10974.53459,14851,0
13_54,0.735,-0.66877,24218.4649,32773,0
13_79,0.615,0.26943,5409.305313,7320,0
13_37,0.633,0.36491,15978.88098,21623,0
13_69,0.758,-1.37435,72021.35316,97461,3
13_62,0.537,1.16555,21522.67995,29125,1
13_71,0.588,0.69619,7207.234251,9753,0
13_65,0.673,-0.74571,8211.50282,11112,0
13_14,0.558,0.3089,12534.51321,16962,0
13_34,0.631,0.29941,7273.742104,9843,0
13_7,0.682,-0.5652,8345.996477,11294,0
13_74,0.724,-0.87698,19773.52344,26758,0
13_33,0.637,0.03694,2359.550801,3193,0
13_1,0.62,0.0613,14836.42388,20077,0
13_82,0.698,-0.96859,13328.17358,18036,0
13_49,0.574,0.40052,13481.88062,18244,0
13_4,0.628,0.45445,6646.351364,8994,0
13_39,0.759,-1.01656,10245.16515,13864,0
13_21,0.718,-1.17398,9870.504245,13357,1
13_18,0.615,0.21744,16554.54339,22402,1
13_32,0.624,0.16778,8079.226092,10933,1
13_64,0.676,-0.44569,7345.422789,9940,0
13_26,0.583,0.83368,9443.376038,12779,0
13_51,0.822,-1.62475,94148.51559,127404,8
13_61,0.757,-1.31668,38178.46307,51664,0
13_75,0.729,-1.08253,9775.176323,13228,0
13_41,0.708,-0.86796,31653.3038,42834,1
13_45,0.628,-0.48782,6623.443104,8963,0
13_56,0.724,-0.88231,24752.00567,33495,0
13_80,0.574,1.02024,17445.00964,23607,0
13_13,0.742,-1.13623,22965.90035,31078,0
13_50,0.746,-1.04154,16417.83281,22217,3
13_22,0.705,-0.82099,10220.03996,13830,1
13_35,0.663,-0.20329,8445.758255,11429,0
13_10,0.72,-1.18788,19881.41395,26904,0
13_9,0.666,-0.47523,12838.97138,17374,0
13_23,0.737,-0.91052,25052.02998,33901,0
13_48,0.803,-1.42945,197943.6257,267862,8
13_72,0.748,-1.22246,7573.027439,10248,1
13_67,0.697,-0.54093,35489.32892,48025,0
13_78,0.567,1.41406,14090.05798,19067,0
13_66,0.642,-0.85507,8612.027885,11654,0
14_65,0.665,-0.56869,9962.190192,12119,0
14_100,0.675,-0.45625,28812.17644,35050,4
14_38,0.655,-0.51195,3553.638766,4323,0
14_78,0.631,-0.76571,25619.40915,31166,0
14_24,0.687,-1.07084,21515.83184,26174,0
14_97,0.725,-1.37673,342479.3672,416626,8
14_108,0.708,-0.99005,28098.65378,34182,3
14_35,0.636,-0.84131,42249.09045,51396,0
14_34,0.702,-0.94865,1711.467941,2082,0
14_36,0.708,-1.29585,15316.07622,18632,0
14_56,0.524,0.76807,2069.051301,2517,0
14_66,0.642,-0.79588,39792.86268,48408,0
14_89,0.686,-0.92373,2886.149828,3511,0
14_68,0.646,-0.19976,9554.462959,11623,0
14_9,0.717,-1.21879,14422.52883,17545,2
14_33,0.644,-0.68125,17371.15299,21132,0
14_94,0.707,-1.07392,33454.18386,40697,0
14_114,0.647,-1.00258,13949.03914,16969,1
14_93,0.725,-1.15354,111897.2865,136123,0
14_69,0.605,-0.05114,7144.268913,8691,0
14_76,0.649,-0.06129,2799.014573,3405,0
14_49,0.589,-0.06189,7846.283141,9545,0
14_99,0.661,-0.2761,7884.096554,9591,0
14_50,0.673,-0.73552,34660.10292,42164,3
14_12,0.689,-0.96879,3382.656378,4115,0
14_40,0.646,-0.75908,8453.763837,10284,0
14_46,0.67,-0.88726,26262.23717,31948,0
14_1,0.649,-0.70521,17431.98327,21206,1
14_16,0.614,-0.55271,31476.37797,38291,0
14_48,0.615,-0.32681,15317.72028,18634,0
14_86,0.622,-0.43671,14875.46775,18096,0
14_42,0.647,-0.22975,7218.251677,8781,0
14_117,0.638,-0.65996,3413.071514,4152,0
14_83,0.705,-1.15701,56745.60204,69031,0
14_109,0.657,-0.53161,14241.68208,17325,0
14_60,0.649,-0.75582,4960.133313,6034,0
14_61,0.44,3.07552,14865.60339,18084,0
14_80,0.619,-0.76878,4730.786744,5755,0
14_15,0.755,-1.26378,47315.26572,57559,0
14_111,0.694,-0.99111,5511.71592,6705,0
14_88,0.686,-1.04162,13623.51498,16573,0
14_104,0.654,-0.57645,3645.706205,4435,0
