,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,y
10,0.355350827,0.698248234,0.647267536,0.69535671,0.396636509,0.523695048,0.080866534,0.555951796,0.931379084,0.776843923,0.106034545,0.752580713,0.202801686,0.130233861,0.463782451,0.376471017,0.458859768,0.129688401,0.441902527,0.586381959,0.591719843,0.906362478,0.596325345,0.207801492,0.449804708,0.931885133,0.309379816,0.881411549,0.613006819,0.830207261,0.123144772,0.173582303,0.435149956,0.335050782,0.619869079,0.804271049,0.928103895,0.397800396,0.793873699,0.434168237,0.193020942,0.872251961,0.08237771,0.208666298,0.688878853,0.445151249,0.996743381,0.772243152,0.426357433,0.680270724,0.170747613,4.696468441
11,0.563517509,0.4092204,0.05200788,0.909018426,0.313573824,0.75665359,0.463900382,0.912026987,0.894162215,0.490891293,0.622926642,0.734923413,0.098424184,0.852188859,0.996888442,0.655105535,0.86071763,0.336067567,0.266034311,0.26850841,0.078276497,0.031176522,0.092030863,0.545855995,0.151836345,0.29920593,0.033982626,0.510535887,0.79095628,0.149880148,0.172223417,0.231057449,0.658028322,0.187391905,0.540015382,0.89625084,0.854480106,0.580518066,0.494403242,0.74667467,0.392568671,0.504870982,0.722120583,0.825768077,0.21463369,0.06999744,0.425294473,0.190313793,0.36657774,0.138810854,0.511830783,11.43948446
12,0.505934384,0.498546574,0.986315166,0.352944596,0.728088867,0.893271867,0.416274657,0.264635663,0.90116101,0.39166142,0.279892454,0.142591183,0.968780951,0.081485662,0.642087191,0.909355872,0.451771208,0.971711943,0.668095635,0.576409761,0.898893053,0.611332344,0.655490574,0.094535154,0.34094546,0.877367519,0.351025239,0.022815584,0.299549567,0.157452168,0.626821292,0.019909857,0.5515813,0.30032717,0.135930272,0.872969663,0.132665246,0.108896272,0.685955714,0.01303276,0.37805289,0.018313132,0.443586408,0.827046283,0.533065881,0.155005823,0.749572462,0.011393476,0.731987997,0.828950358,0.796678662,18.23979197
13,0.956462442,0.824069274,0.694753251,0.373149141,0.696780619,0.318800366,0.300985859,0.313780787,0.856237732,0.890989063,0.402476374,0.733673295,0.4929248,0.302183829,0.231476161,0.190893885,0.708529869,0.94273326,0.960035021,0.202094155,0.923693978,0.69741364,0.752708927,0.659451742,0.088439602,0.833229021,0.517909781,0.030486674,0.273425152,0.440565193,0.933751406,0.042813641,0.390053154,0.705004171,0.16317284,0.67632888,0.882851368,0.948147614,0.452418317,0.079892217,0.151855423,0.429069076,0.636545571,0.089578958,0.552969821,0.175372233,0.412821557,0.734852811,0.205268588,0.676485889,0.489084441,19.44604639
14,0.209029444,0.637549914,0.003545444,0.462408656,0.066514407,0.381554667,0.766482944,0.787270815,0.789351226,0.959202165,0.743774768,0.426825071,0.377043157,0.112232245,0.391540095,0.124346552,0.229792161,0.781858702,0.668509697,0.501313668,0.202113221,0.241615652,0.259299773,0.55647256,0.698639057,0.768041617,0.052044941,0.924087824,0.637288929,0.970996553,0.60305781,0.200196763,0.314454927,0.585920676,0.275619248,0.2642531,0.584286534,0.098277449,0.13232813,0.696428387,0.917444265,0.748757573,0.119467702,0.5905741,0.951899743,0.012727079,0.120802647,0.486634269,0.912743445,0.277109705,0.532247457,-2.802438432
15,0.510948857,0.824025662,0.448353524,0.521508861,0.983462932,0.725843792,0.670647469,0.427419349,0.203299224,0.744460358,0.644195329,0.821299884,0.09745548,0.815075045,0.137795194,0.350324173,0.680105792,0.602375554,0.052385543,0.30769439,0.744870794,0.311274759,0.169401382,0.600363974,0.764562895,0.91807471,0.482200968,0.837739359,0.992009597,0.979465315,0.418638673,0.34958579,0.631391238,0.284356148,0.189389823,0.006381753,0.010410389,0.710287186,0.912057226,0.826529552,0.112114261,0.621433098,0.303978279,0.635627058,0.984229026,0.874905059,0.292415783,0.706818584,0.773806354,0.876557109,0.930642517,16.78929439
16,0.9960501,0.007586098,0.992373888,0.603008039,0.517308541,0.497078477,0.29909965,0.70981653,0.910985625,0.804163808,0.73989641,0.448734399,0.634020993,0.292128041,0.433581817,0.110267319,0.405523658,0.886517924,0.897534302,0.557716073,0.614005312,0.829961693,0.299889966,0.636103708,0.216432145,0.307263772,0.458515937,0.946516943,0.190018739,0.265105862,0.872345114,0.197235433,0.495232454,0.142871936,0.564859757,0.30964673,0.454080259,0.593591039,0.183065706,0.892454488,0.200669549,0.062759788,0.990139033,0.755595187,0.06781595,0.571654316,0.608033838,0.559828608,0.296851411,0.487011121,0.911627674,18.47375722
17,0.918916792,0.817663451,0.541899611,0.390084175,0.387818518,0.327607898,0.251399083,0.251411571,0.234050305,0.51513418,0.967619082,0.829326993,0.914320085,0.370386757,0.815886786,0.105744584,0.578841923,0.553621266,0.246980668,0.858345382,0.891528396,0.457568233,0.892023029,0.832614412,0.487663957,0.741793586,0.339849625,0.281389632,0.903529382,0.778187154,0.971647373,0.017309986,0.596643782,0.609665389,0.976159514,0.666116838,0.446752848,0.150307176,0.377600058,0.061328869,0.421648644,0.777044886,0.98772506,0.229455179,0.674845685,0.73131306,0.740508873,0.657625568,0.052540052,0.907341607,0.509487667,26.34788945
18,0.13357006,0.884220226,0.707198901,0.649675631,0.610443767,0.407928281,0.383788507,0.73681357,0.80948664,0.505853318,0.563207789,0.083438188,0.324491,0.249409752,0.509146809,0.905650426,0.540572081,0.533946481,0.439124415,0.415696329,0.94638039,0.99575645,0.176362886,0.922948296,0.859794017,0.470707709,0.158880312,0.077488262,0.064163138,0.259341274,0.036480306,0.159151308,0.31539174,0.332805357,0.921989331,0.215158098,0.695293189,0.332800528,0.553529584,0.564584027,0.012237223,0.408243451,0.865678636,0.492148834,0.425722429,0.60329522,0.17890861,0.606700217,0.565494899,0.905748582,0.518369273,10.91675938
19,0.345016037,0.702092878,0.823052255,0.567589139,0.951310762,0.778214636,0.657642686,0.935831556,0.379843064,0.753382538,0.938693858,0.989332972,0.547388603,0.833829038,0.62347147,0.299817819,0.652442578,0.37894649,0.801273685,0.917467109,0.174665585,0.779326778,0.093131769,0.923085141,0.921676468,0.13459888,0.758245496,0.649360105,0.612848197,0.297603542,0.397988319,0.452820887,0.724969561,0.184370592,0.008105682,0.685146702,0.335571844,0.065723228,0.865011333,0.534015922,0.138739735,0.096964286,0.432584022,0.851671971,0.157356939,0.739817589,0.46252414,0.631157105,0.430680149,0.761075064,0.493712842,20.41131023
20,0.496581072,0.828302739,0.602222353,0.115041582,0.115100146,0.50694517,0.46976008,0.269274916,0.097182506,0.499977843,0.541350944,0.050453349,0.037917654,0.056563154,0.289382213,0.476611794,0.708988983,0.753923571,0.247111092,0.093672603,0.141096729,0.959061666,0.049956406,0.353791155,0.206571204,0.283472815,0.314474385,0.762915254,0.45976822,0.238431491,0.259076848,0.631049025,0.679066206,0.408878832,0.654860156,0.034035099,0.077374229,0.208082106,0.582330006,0.55883322,0.316281801,0.464895942,0.701995522,0.942041654,0.328264021,0.505911856,0.423152019,0.733680093,0.805331029,0.497135017,0.862558587,8.614724272
21,0.954526528,0.868616168,0.285218193,0.045086451,0.344741563,0.255560466,0.635783687,0.637855063,0.542055193,0.628083374,0.282987198,0.768527471,0.96237775,0.704192685,0.829648554,0.433287763,0.537303228,0.631176303,0.481810172,0.205881196,0.504605644,0.846149735,0.53607606,0.160900217,0.047319457,0.674998497,0.683397575,0.293210073,0.606306917,0.380900637,0.335831706,0.997093835,0.759359762,0.832960235,0.143528893,0.119178575,0.435790098,0.921387641,0.482231191,0.519946815,0.516381496,0.995918623,0.844809076,0.907088687,0.219339914,0.308179269,0.290325912,0.61024154,0.4181168,0.481890726,0.11676905,13.24910606
22,0.946876863,0.734922102,0.282428397,0.004805567,0.601496608,0.612770498,0.259494728,0.135366317,0.61501801,0.947388159,0.126398463,0.586601798,0.705156278,0.229934654,0.402394898,0.856576613,0.563333076,0.914610286,0.193109481,0.075271125,0.403252755,0.601525922,0.711217678,0.417758754,0.958050224,0.473121938,0.745525749,0.603828376,0.312957669,0.188139797,0.98471259,0.155248357,0.825572553,0.624521189,0.06273072,0.349530331,0.351695324,0.728156971,0.23763157,0.641946614,0.259246034,0.817542729,0.765287742,0.902496692,0.253536869,0.458909861,0.401938301,0.891667801,0.121830472,0.014008439,0.931872462,15.10482971
23,0.433017676,0.139303909,0.089905381,0.321493966,0.997933024,0.994252542,0.874406367,0.792598025,0.454213507,0.272499272,0.385440805,0.431829305,0.152802737,0.813630135,0.592144335,0.867390545,0.288861803,0.594987752,0.634164228,0.523404534,0.016482857,0.988958198,0.967775072,0.103490001,0.295545304,0.62046487,0.881454877,0.652365695,0.516242304,0.462536488,0.941461783,0.291937498,0.928523782,0.835714303,0.249861898,0.628226168,0.251572028,0.683753022,0.332758689,0.054586771,0.52514036,0.276041767,0.627693853,0.98400737,0.25271636,0.533135582,0.619822233,0.373980237,0.992646313,0.823888324,0.656665764,1.737736277
24,0.647670492,0.792974719,0.056558744,0.43423988,0.03233284,0.677614821,0.397532389,0.272349116,0.642857316,0.594869621,0.572251098,0.705651544,0.210478831,0.254583469,0.839961518,0.05231076,0.814745739,0.288717038,0.54107262,0.83062772,0.418775933,0.63031891,0.906275092,0.792605479,0.43576957,0.358037133,0.704075852,0.976912417,0.418861094,0.402854149,0.42771881,0.57099753,0.346855313,0.76273221,0.374777299,0.624074954,0.890109869,0.195168105,0.6756893,0.704401637,0.723132106,0.980564488,0.533573226,0.800490479,0.000409257,0.725104097,0.969992758,0.801382661,0.639562305,0.025711,0.794522914,27.77886803
25,0.045595036,0.572546504,0.046089042,0.179802554,0.674065612,0.704063707,0.546953403,0.424493015,0.467565253,0.444664857,0.28124511,0.753693725,0.345197531,0.725991096,0.240355342,0.708287099,0.612521006,0.115991966,0.494750763,0.767222234,0.851805944,0.265724225,0.678346694,0.007985511,0.192322271,0.370350876,0.863145713,0.540565078,0.984868535,0.087761152,0.729139011,0.0240023,0.141758861,0.760772129,0.157465709,0.891797962,0.650029425,0.667021462,0.249072058,0.563978113,0.591854792,0.387661903,0.415886772,0.44961019,0.518302856,0.299672524,0.247228172,0.820810896,0.259532116,0.366584888,0.223742485,0.79822984
26,0.701852068,0.097729255,0.589126989,0.634069722,0.607365636,0.324511978,0.051763522,0.719198076,0.049849649,0.157313747,0.965212582,0.262720009,0.048251109,0.934009053,0.007871877,0.773991037,0.900581979,0.474608725,0.779951861,0.939965854,0.659701808,0.096014391,0.771938185,0.255187569,0.378116992,0.947562075,0.79020684,0.131044575,0.898711222,0.699519558,0.860531339,0.208908606,0.616474637,0.912571254,0.555559653,0.038349908,0.853485309,0.044142544,0.17585785,0.074340368,0.3706511,0.099346243,0.389002579,0.201998836,0.140178911,0.634672131,0.014712065,0.398432087,0.372882379,0.373008006,0.364724121,0.571377109
27,0.932675202,0.538330071,0.853203457,0.97529701,0.242627615,0.821829124,0.523372415,0.966330694,0.222855049,0.022612974,0.946126974,0.483907353,0.333326565,0.817244686,0.860916804,0.972691174,0.018949204,0.923271471,0.863201701,0.401659081,0.043925227,0.87333376,0.256255309,0.107667693,0.31545769,0.912844747,0.192765401,0.931177325,0.437034138,0.782703454,0.727599044,0.574395989,0.228528847,0.582968153,0.430161852,0.429500302,0.960806708,0.344364613,0.04234495,0.268374445,0.855602729,0.490672428,0.736496945,0.346852506,0.95743273,0.310125648,0.522951396,0.693315079,0.752129535,0.209935514,0.095264444,20.14732
28,0.91194585,0.786609982,0.442677302,0.677493357,0.094301414,0.091528471,0.665329741,0.100648028,0.06693964,0.125517643,0.724553635,0.164803995,0.174573775,0.660814701,0.39565662,0.03712091,0.587411438,0.109379192,0.427734082,0.101182714,0.455644344,0.471375485,0.182786674,0.776317995,0.938014654,0.71501551,0.373073839,0.168423546,0.302519194,0.404116233,0.256432578,0.304863678,0.656912027,0.075891785,0.085612023,0.59430743,0.887139128,0.259967362,0.196602893,0.645108805,0.482551821,0.936057033,0.220794927,0.010008054,0.189985968,0.423289079,0.612457319,0.354418447,0.508762312,0.290885812,0.552755456,8.232890481
29,0.570574186,0.054484384,0.334007786,0.130112044,0.320561228,0.95688158,0.378982209,0.3420701,0.973174317,0.195308935,0.505894592,0.481407471,0.582502879,0.79600747,0.136293658,0.76186135,0.461057509,0.927631854,0.230321311,0.999069804,0.539581633,0.868306099,0.433834044,0.641595916,0.467466227,0.365868082,0.716585131,0.859151454,0.399223372,0.442101469,0.985415954,0.287812626,0.352348775,0.136698424,0.755311458,0.044799467,0.703554663,0.143502441,0.913901845,0.960553274,0.19177761,0.203243466,0.668136564,0.825881494,0.733612602,0.665135991,0.283204632,0.284151145,0.06908982,0.261838597,0.55283168,0.945703232
30,0.926526021,0.660636836,0.853852994,0.534373087,0.640878479,0.169262436,0.006946602,0.416868601,0.129531093,0.681009335,0.753698692,0.358002787,0.385397532,0.137239045,0.118242021,0.846716476,0.715085278,0.609446352,0.242631831,0.458520305,0.312011725,0.189005168,0.331898789,0.324861553,0.875191936,0.269712521,0.665223057,0.772938954,0.029861637,0.899041595,0.111332934,0.208981883,0.437180061,0.080999065,0.696279155,0.407545498,0.822660424,0.382050087,0.113726181,0.199904868,0.04049941,0.628789732,0.110590676,0.325128455,0.600132559,0.742395189,0.060244488,0.070454583,0.803465862,0.546916859,0.69937263,13.65935195
31,0.041035703,0.542409412,0.3830032,0.404131467,0.193379472,0.780617618,0.340949467,0.851113362,0.328862143,0.240127132,0.366637651,0.69675553,0.123579452,0.545069195,0.162672851,0.810094558,0.787810869,0.97659298,0.25611065,0.202607507,0.364782383,0.052522636,0.90309269,0.862742392,0.320274749,0.638737697,0.194373991,0.455527732,0.016960305,0.698269337,0.793606488,0.394224601,0.46256711,0.111486975,0.91044795,0.281628236,0.447724743,0.705452917,0.253439645,0.409176572,0.373220006,0.439006992,0.144675419,0.250308335,0.054123422,0.857503043,0.11778166,0.387184385,0.053670673,0.962239778,0.374844043,2.296006012
32,0.328730568,0.682810344,0.501841416,0.055585005,0.272464686,0.847959503,0.993752471,0.940493677,0.401055764,0.93397415,0.171490595,0.957576618,0.508367305,0.592434431,0.105415761,0.685779812,0.652299128,0.256916164,0.523695058,0.613859127,0.642476662,0.627011483,0.906612262,0.234681081,0.213694542,0.383792137,0.096596408,0.62170817,0.973728448,0.255270694,0.519224764,0.549223663,0.885597686,0.496410243,0.303884249,0.743555626,0.118364043,0.082554273,0.590435018,0.088243804,0.233318484,0.530026536,0.360676105,0.69935312,0.908783981,0.349350802,0.331739121,0.993137608,0.1138029,0.335008215,0.553400473,5.711117024
33,0.012424993,0.869683459,0.522010728,0.905105664,0.096093104,0.283065259,0.491735804,0.013654114,0.980764173,0.044026641,0.125941433,0.079046458,0.493268427,0.710990889,0.758378981,0.187693135,0.809519747,0.05422424,0.729596537,0.619601372,0.402047539,0.189816408,0.957300334,0.480478596,0.433769169,0.477876993,0.99809261,0.36933654,0.508207829,0.012789917,0.060282102,0.049516049,0.050815929,0.512296803,0.730265508,0.308424763,0.915905577,0.574621913,0.395315372,0.08594775,0.197984736,0.139602927,0.00173189,0.552504495,0.656429607,0.417914383,0.477195403,0.688121421,0.718853983,0.398084628,0.305801892,13.25946262
34,0.427568389,0.584469066,0.745933752,0.509544006,0.940189377,0.489301827,0.27515607,0.421619138,0.441341641,0.616877919,0.296867514,0.483464355,0.105982544,0.466323186,0.792307299,0.133082583,0.903004276,0.393687751,0.829012038,0.24647047,0.861980557,0.034128782,0.866701429,0.262492462,0.998649481,0.046665949,0.305671539,0.492546974,0.295657393,0.551203383,0.120869716,0.64823565,0.702846631,0.018554611,0.491489459,0.033647352,0.424096595,0.067849163,0.945424894,0.36728989,0.806834451,0.66445097,0.882242841,0.492645494,0.224716135,0.726495604,0.002568367,0.342177638,0.169720012,0.425265408,0.009037884,28.40806709
35,0.105965646,0.471592464,0.189327702,0.676551604,0.423027184,0.754938317,0.846762631,0.185520938,0.670989914,0.442122391,0.021936664,0.57193442,0.654278601,0.793687873,0.5260137,0.795189431,0.803061909,0.484843414,0.296422748,0.968714117,0.438572997,0.908983905,0.269907775,0.477263769,0.975242008,0.675462851,0.457791647,0.121561731,0.817934229,0.57909053,0.685980512,0.951921696,0.073642142,0.529656058,0.671156442,0.301999072,0.463875931,0.415473341,0.117600471,0.670034428,0.073649396,0.230305908,0.91593787,0.006376059,0.892518371,0.281004276,0.47652001,0.506093972,0.644433727,0.643225833,0.239068585,11.18473385
36,0.957881477,0.639342863,0.838664761,0.005704563,0.134096594,0.648030006,0.026016672,0.242741653,0.863231574,0.621766305,0.74113504,0.899621778,0.304402185,0.883593697,0.767367448,0.171571708,0.294473352,0.538284257,0.552486575,0.610918765,0.917472316,0.546568311,0.79476919,0.356318169,0.976780293,0.012196179,0.615546542,0.481364962,0.005861579,0.435993633,0.423840645,0.542660755,0.329840521,0.489196509,0.371469922,0.008321415,0.969291882,0.998575441,0.00141012,0.830894099,0.450620996,0.141554132,0.735592406,0.853942385,0.71318194,0.729614339,0.789341314,0.469013581,0.865803362,0.91270388,0.796773203,19.3089919
37,0.732060001,0.222831002,0.565686755,0.400246995,0.929360222,0.860579877,0.32358243,0.560645649,0.251180194,0.601832396,0.213639918,0.201836486,0.362302045,0.36403274,0.663675421,0.037273082,0.624600108,0.998499954,0.625228208,0.793399805,0.374107443,0.834119588,0.892650466,0.641776467,0.862161793,0.682654064,0.525400406,0.888827003,0.779089195,0.677735875,0.102782882,0.081371327,0.607377812,0.662193876,0.123028665,0.215856098,0.19206041,0.549611959,0.502254093,0.753927539,0.838726572,0.806810687,0.819292916,0.586545955,0.588030397,0.772313857,0.201129498,0.415288908,0.951932176,0.669162979,0.745438174,21.90391145
38,0.1785529,0.776113807,0.187593726,0.023453131,0.986216918,0.622820033,0.208360778,0.585747418,0.137298098,0.984883868,0.105628314,0.345977407,0.145847054,0.279471676,0.787104081,0.376952246,0.119999731,0.880328887,0.522133537,0.10344027,0.935351315,0.328307153,0.730614684,0.308335743,0.326880433,0.005077863,0.340226034,0.860880572,0.246112895,0.146239004,0.029215729,0.123907392,0.091222881,0.258754103,0.218666207,0.017625838,0.026211161,0.103307927,0.821219556,0.871081764,0.271671308,0.666364495,0.661724639,0.806434553,0.794624193,0.431584212,0.951414412,0.896003478,0.139280757,0.260295627,0.292900633,6.125301692
39,0.621682749,0.814027866,0.354729972,0.356875566,0.378687201,0.794675757,0.725390287,0.407072076,0.68153134,0.632709962,0.44925639,0.735860447,0.950265866,0.173609346,0.015571509,0.701104131,0.535179565,0.814035626,0.977472419,0.798607666,0.932996356,0.241534155,0.307909242,0.242703757,0.750676155,0.073785634,0.370532238,0.05480625,0.878254914,0.659369982,0.159700093,0.112751525,0.901107587,0.196737953,0.846975719,0.524251909,0.382653107,0.480484114,0.708120869,0.734246722,0.912209035,0.605587558,0.687701828,0.115154527,0.167077943,0.981933559,0.446710675,0.369771616,0.350378917,0.078720197,0.297958658,22.31342529
40,0.973277931,0.803687243,0.584173528,0.876204167,0.039895441,0.12676339,0.118718063,0.365023789,0.427008405,0.800632099,0.242560974,0.889549391,0.955997843,0.268659999,0.550849518,0.42901506,0.515542771,0.831112082,0.661577877,0.636896451,0.050560728,0.253473594,0.277550987,0.245933685,0.8956841,0.064359443,0.023081436,0.603823183,0.737980089,0.187844803,0.456950483,0.529742723,0.26289375,0.51111778,0.195994915,0.056704578,0.31959152,0.206397034,0.82481592,0.484590279,0.265191539,0.779680499,0.481901197,0.549200918,0.299736183,0.748630778,0.092810521,0.200982523,0.88809156,0.259983258,0.586810861,12.42484348
41,0.681878497,0.726645174,0.708430083,0.072079569,0.808834999,0.44849914,0.430137879,0.929389645,0.91394681,0.70862405,0.729256978,0.712225507,0.118720432,0.623764231,0.071648327,0.275901369,0.583105441,0.426081102,0.530215373,0.013299536,0.749616997,0.212564143,0.619973717,0.876533629,0.91082806,0.383132023,0.144814375,0.734662336,0.364263129,0.864405143,0.11489559,0.370966017,0.062253606,0.243751269,0.878947034,0.293215351,0.122549586,0.896851777,0.436455264,0.252562029,0.368230963,0.632427931,0.722577237,0.433493152,0.019088783,0.941365506,0.870577457,0.790698541,0.330989187,0.389795377,0.306066335,24.59402689
42,0.100752355,0.904306055,0.869188721,0.991303363,0.275618368,0.370894695,0.676500237,0.437772932,0.590170314,0.464158989,0.379354009,0.746736518,0.122352709,0.950764361,0.516173017,0.264882961,0.627641886,0.524270712,0.677307822,0.10774574,0.642142597,0.189086133,0.709816987,0.403153936,0.7937555,0.611898077,0.505771704,0.989028494,0.451864473,0.797003422,0.98050644,0.604232263,0.937860236,0.598243894,0.744190219,0.682022863,0.491518593,0.662560218,0.154553572,0.494965617,0.144831591,0.114449639,0.490510915,0.609695362,0.331670734,0.237547115,0.961174524,0.054988831,0.508170885,0.869604186,0.122042117,27.06872602
